*	name	GSL11
*	card-order	3
*	repeat-missed	1
*	timer-force-wrong	1
*	card-theme	Chalkboard - Clear 2
*	tsv	true
Text 1	Text 2
refuse	"(を)拒絶する(refuse to)
 
 (decline:丁重に辞退する
 reject：はねつける)"
introduction	"紹介
 導入"
priest	"聖職者
 (司祭、僧侶)"
waist	"ウエスト
 (胴のくびれた部分)"
razor	"かみそり
 
 （an electric rezor ）
 （電気かみそり）"
official	"公式の
 公務員"
strict	厳しい
self	自己
forgive	"(を)許す
 
 (forgive,forgave,forgiven)"
fright	恐怖
farm	"農場
 (を耕作する)"
accuse	"を非難する
 を告訴する"
between	"*の間に*(の)
 
 （between は二つの間）
 （among は三つ以上の間）
 (*ただし* 三つ以上でも相互が複数なら
 The treaty was signed between the three nations.)"
pump	"*ポンプ*
 *ポンプで汲む*
 
 (pump water from a well)
 （pump air into a tire)"
stomach	胃
western	"西の
 西洋の(Western)"
wipe	"を拭く
 
 （正規変化 発音注意）
 (wipe, wiped, wiped)
 （ [waipt] ）"
respect	"(原義：注目）
 尊敬する
 大切にする
 尊敬
 観点"
breathe	呼吸する
almost	ほとんど
paw	"(犬猫などの
 爪のある）
 *足*"
flesh	"（人･動物の)*肉*
 
 （食用はmeat）"
gold	"きん(金)
 金製の
 
 (金色の：golden)"
dip	を一寸浸す
seem	"に見える
 思える"
sincere	"正直な
 誠実な"
a / an	"*一つの*（複数からの一抽出）
 *ある*（かるい a certain）
 *につき*（ a day など ）
 
 （後ろの｢*音*｣が母音の場合 an）
 （通常 [ә][әn]､強調 ['ei]['æn]）
 
 （不定冠詞：文法書･辞*書を必*読）"
cake	ケーキ(お菓子)
letter	"手紙
 文字"
pain	"苦痛､痛み
 苦労(pains)
 に苦痛を与える"
take	"を手に取る(基本義) 
 を持っていく
 がかかる
 に乗る
 
 (take, took, taken)
 (多義､辞書を必読)
 (基本義をもっと正確にいうと 対象「物・人・事」に能動的に働きかけて自分のものにする)"
side	側 (側面､面)
corner	"角､隅
 （窮地）
 (窮地に追い込む)"
sting	"を刺す
 蜂などの針
 植物のとげ
 
 (sting, stung, stung)"
how	"どれほど
 どのようにして
 どんな、なんと"
scatter	"をまき散らす
 （を追い散らす）"
journey	旅行
yard	"*庭*（家の周りの土地）
 *ヤ*ー*ド*（長さの単位）
 (1 yard=3 feet=91.4cm)
 
 (花や野菜があればgarden)
 (前庭 frontyard､ 裏庭backyard)
 (校庭 the schoolyard)"
weaken	"を弱くする
 弱くなる"
saddle	"馬の鞍
 自転車のｻﾄﾞﾙ"
beam	"梁
 光線"
toward	・・のほうへ
umbrella	"雨傘
 
 （日傘はparasol）"
population	"*人口*
 
 (What is the population of Japan?)"
plate	"板
 (浅く平たい)皿"
coat	"コート
 覆う"
fur	毛皮
learn	を習い覚える
enter	"(に)入る
 に入学する"
bring	"を持ってくる
 を連れてくる
 
 (bring, brought, brought)"
tell	"(を)話す
 に告げる
 
 (tell, told, told)"
wire	"針金
 (電報を打つ)"
mild	"柔和な
 穏やかな"
complain	(と)不平を言う
nut	"木の実
 ナット"
memory	"記憶
 思い出"
extend	"を伸ばす
 を延長する
 延びる
 広がる"
swell	"膨張する
 を膨らませる"
show	"を見せる､(見える)
 を展示する､(を上映する)
 を案内する
 展示会
 
 (show, showed, shown)"
paint	"ペンキ(を塗る)
 絵の具(で描く)
 
 (oil paints, water paints)"
gate	門
chance	"機会
 偶然
 見込み"
seize	をつかむ
radio	ラジオ
staff	職員
own	"自分自身の
 を所有する
 
 (He owns a lot of land.)"
boy	少年
absence	"不在
 欠席"
fasten	"しっかり留める
 締める"
everybody	"*みんな*（単数扱い）
 
 (Good morning, evrybody.)"
apply	"申し込む
 を応用する"
window	窓
council	協議会
sensitive	敏感な
room	"部屋
 場所
 余地"
manufacture	"を製造する
 （大量製造）"
just	"ちょうど
 公平な"
dictionary	辞書
everything	すべてのもの
clerk	"事務員
 店員"
bottle	びん
calculator	"小型計算機
 電卓"
ear	耳
wave	"波
 揺れる
 を振る
 
 （注意 規則変化）
 (wave, waved, waved)"
chain	鎖
bill	"（原義：書きつけ）
 
 (米) 請求書（ﾚｽﾄﾗﾝを除く)
 （米：ﾚｽﾄﾗﾝの請求書はcheck）
  *議案* (法案）
  *びら* (広告）
  為*替手形*
 (米) *紙幣*
 
 （英: 請求書はすべて、紙幣はnote）
 
 *鳥のくちばし*(異義語）
 （猛禽類のくちばしは beak）"
enclosure	"囲い地
 同封物"
talk	"(を)話す
 話"
green	"緑(の)
 緑色
 (熟していない)"
prejudice	"偏見(against)
 に偏見を持たせる"
idle	"何もしていない、暇な
 機械が空回りする
 むだに過ごす(idle away)
 
 （同音語 idol 偶像）"
