*	name	GSL06
*	card-order	3
*	repeat-missed	1
*	timer-force-wrong	1
*	card-theme	Chalkboard - Clear 2
*	tsv	true
Text 1	Text 2
request	"を要請する
 (ask の堅い語)
 要請"
slow	"遅い
 遅く
 遅くする(slow down)"
lie	"*横になる*､*横たわる* (*自動詞*)
 ( lie, lay, lain )
 （She lies ill in bed.）
 （彼女は具合が悪く寝ています）
 （重要注意）
 （他動詞 lay 横たえる 
 とまちがいやすい）
 
 ーー（異義語・*自動詞*）ーー
 *うそ*、*うそをつく*
 (lie, lied, lied)
 （強い非難・軽蔑があるので
 滅多に使わないこと）
 （日本語に近いのは
 No kidding! や Really？）"
think	"(と)思う
 
 (think, thought, thought)
 （thinkは 思う の一般語、
 類語は非常に多いので
 ご自分で確認しましょう）"
soldier	兵士
despair	"絶望
 絶望する"
patience	忍耐
servant	"召し使い
 
 （a civil setvant 公務員）"
persuasion	説得
prevention	"防止
 予防"
wheat	"小麦
 
 （小麦粉はflour）"
bus	バス
foreign	外国の
